Velo,SpinRate,HorzBreak,InducedVertBreak,InPlayProbability
92.5,2537.0,5.39,16.24,0.24104442
91.35,2210.0,9.69,15.05,0.2811448
92.33,2105.0,7.5,16.87,0.257427
93.0,2330.0,14.31,14.95,0.32395303
89.96,2089.0,16.2,6.88,0.32437426
94.82,2311.0,4.93,18.91,0.22555837
93.08,1870.0,16.01,6.94,0.36488903
94.92,1982.0,13.72,14.96,0.35502166
94.96,2488.0,11.87,3.05,0.3334133
93.35,2181.0,14.32,9.39,0.37625676
94.37,2211.0,19.08,9.24,0.31253716
92.65,2123.0,7.85,17.72,0.257427
97.17,2318.0,10.99,14.79,0.25125027
89.13,2089.0,3.6,15.42,0.28512883
89.63,2085.0,11.94,9.7,0.3467485
91.0,2113.0,0.89,17.45,0.269029
94.5,2378.0,16.94,11.84,0.35578868
94.99,2238.0,14.86,9.65,0.35648766
99.44,2093.0,17.24,13.86,0.36193433
92.29,2176.0,7.54,20.24,0.22164033
95.57,1969.0,11.82,16.99,0.24855724
96.29,2448.0,1.47,17.08,0.19057345
94.6,2341.0,6.36,15.69,0.24104442
92.1,2120.0,15.64,7.95,0.36604455
90.91,2029.0,8.11,11.26,0.30742896
95.6,2404.0,5.16,17.53,0.2074644
91.48,2074.0,15.25,5.13,0.36604455
92.37,2311.0,2.1,16.92,0.1769593
94.6,2359.0,6.59,15.74,0.24104442
94.47,2119.0,3.59,13.89,0.27368036
97.28,2532.0,3.28,18.47,0.19463615
92.83,2289.0,6.9,19.39,0.20011543
97.44,2137.0,1.89,17.55,0.23158857
94.83,2417.0,5.49,16.44,0.24104442
89.71,1915.0,15.77,7.52,0.3522172
93.78,2255.0,3.72,19.85,0.1902937
94.08,2129.0,13.65,-0.06,0.28124848
93.92,2583.0,-0.52,10.2,0.1890041
86.35,1725.0,15.07,2.76,0.20798625
87.85,2376.0,-1.52,16.3,0.3381921
95.0,2104.0,4.46,15.81,0.2561878
98.44,2391.0,-1.68,15.83,0.24123271
92.39,2071.0,0.93,16.25,0.27734056
95.65,2429.0,1.27,18.8,0.1837677
97.25,1912.0,11.31,7.38,0.32987672
91.99,1817.0,9.55,15.15,0.30696297
98.74,2484.0,15.97,12.55,0.16959752
87.48,2093.0,14.56,7.19,0.30443013
92.08,2265.0,-1.29,11.86,0.43373588
94.43,2344.0,2.88,19.47,0.17705922
93.57,2364.0,-1.37,8.17,0.39693454
93.57,2309.0,7.48,20.6,0.18223862
96.08,1996.0,12.4,12.91,0.34739298
93.11,1902.0,13.34,12.56,0.36687407
93.42,2099.0,5.26,18.04,0.24829227
93.53,2329.0,4.6,15.92,0.24104442
92.08,2099.0,11.61,18.03,0.28435773
99.03,2224.0,14.71,8.99,0.19369082
95.52,2556.0,6.4,20.39,0.16598205
94.15,2413.0,14.13,12.99,0.32530364
96.95,1898.0,14.67,7.47,0.36153284
93.51,2103.0,20.42,10.16,0.18189672
93.77,2290.0,12.98,17.47,0.29681182
93.92,2039.0,12.8,14.95,0.2936476
91.63,2205.0,3.15,20.72,0.21563636
93.66,2162.0,14.82,10.95,0.35606018
92.28,2032.0,16.78,6.98,0.3215245
94.61,2237.0,10.69,10.42,0.3226566
89.05,2170.0,5.35,17.97,0.2739033
96.34,2200.0,13.91,13.11,0.31934768
92.71,2245.0,7.67,14.36,0.26009873
92.02,2119.0,13.6,13.64,0.3384779
91.25,1992.0,19.1,5.87,0.28221115
93.05,2396.0,7.4,16.5,0.24104442
94.83,2154.0,10.96,14.18,0.2830383
96.02,2262.0,10.22,13.31,0.26522675
94.08,2335.0,12.81,11.48,0.3532282
92.99,2057.0,6.81,13.71,0.26976648
93.21,2252.0,6.93,15.19,0.26009873
92.09,2235.0,2.41,16.43,0.2533921
91.32,2337.0,10.36,20.21,0.22284998
91.96,2229.0,14.61,11.89,0.3010107
94.03,2306.0,5.79,21.57,0.1743634
93.82,2066.0,15.11,9.48,0.3604063
95.7,2716.0,7.21,12.96,0.12385225
95.53,2630.0,8.19,16.85,0.19582497
92.09,2365.0,10.08,20.15,0.21301597
93.54,2325.0,10.98,18.46,0.2636459
92.25,2101.0,10.67,12.84,0.31190354
93.24,2081.0,12.2,13.52,0.33818462
92.28,2334.0,15.53,10.8,0.3535276
97.22,1954.0,16.8,6.39,0.2900291
97.53,2482.0,14.87,12.3,0.31694773
93.87,2002.0,7.28,14.65,0.2920068
93.82,1969.0,1.85,12.89,0.3326405
94.92,2172.0,8.4,12.71,0.27368036
95.35,2381.0,15.48,10.07,0.2950037
87.68,1954.0,7.82,10.09,0.3419723
93.26,2478.0,8.91,20.02,0.21301597
93.29,2167.0,5.59,17.09,0.257427
92.62,2418.0,6.37,19.79,0.20011543
96.41,2300.0,3.74,18.38,0.20020466
92.47,2116.0,3.15,8.96,0.2894419
96.38,2524.0,7.91,18.14,0.20020466
94.34,1938.0,14.67,14.97,0.40947908
88.32,1983.0,12.77,11.0,0.45352075
96.93,2350.0,2.93,12.15,0.2328844
97.92,2444.0,3.27,20.05,0.17296204
90.13,2023.0,6.14,15.52,0.27144662
96.81,2319.0,8.47,20.04,0.16598205
91.85,2246.0,13.31,19.4,0.28033733
92.75,2308.0,18.77,8.33,0.29080856
93.69,2188.0,-2.75,17.6,0.2525391
96.49,2421.0,15.38,14.05,0.3134368
90.72,1740.0,17.53,2.37,0.30216208
90.38,2229.0,16.36,13.64,0.24544318
97.31,2395.0,5.38,16.96,0.2074644
92.82,2287.0,-6.7,9.53,0.53642935
90.79,2649.0,10.86,18.69,0.27785566
96.71,2303.0,2.68,14.54,0.20857091
95.73,2215.0,15.86,6.43,0.29932758
96.04,2419.0,2.34,12.54,0.22379053
92.74,2083.0,17.38,11.52,0.32178462
91.59,2142.0,12.93,5.71,0.3878671
93.1,2255.0,3.71,19.77,0.21685879
88.4,2161.0,10.98,15.33,0.2788709
94.57,2362.0,10.03,14.12,0.2557399
92.69,2255.0,1.33,18.6,0.25497994
94.0,2036.0,16.7,9.71,0.33114344
96.46,2037.0,8.7,16.24,0.23027973
91.8,2077.0,12.39,17.35,0.3093613
94.43,2204.0,13.53,13.66,0.3277365
96.91,2511.0,3.03,19.59,0.1611736
96.42,2057.0,12.15,11.93,0.263486
99.66,2300.0,7.02,16.72,0.26034757
93.76,2154.0,17.09,10.65,0.31132364
97.6,2034.0,10.18,13.17,0.25746664
97.95,2333.0,18.57,7.31,0.2885804
91.39,2367.0,9.43,2.83,0.33057907
88.04,2127.0,4.47,19.83,0.3258688
93.48,2510.0,11.48,17.0,0.27242243
94.42,2112.0,16.84,9.05,0.301358
94.85,2087.0,4.88,16.64,0.2561878
89.7,1854.0,15.86,13.39,0.303619
95.9,2241.0,7.89,16.02,0.22352102
96.16,2681.0,9.9,7.47,0.19938672
96.83,2467.0,1.51,15.97,0.19711481
90.78,2152.0,15.64,16.96,0.30617505
91.61,2296.0,8.05,12.54,0.25786158
92.2,2019.0,14.41,9.74,0.3716266
97.55,2272.0,10.65,15.67,0.25125027
93.0,2280.0,0.47,11.99,0.35160893
94.87,2161.0,-0.26,14.37,0.22189952
93.77,2033.0,16.52,11.65,0.3121565
94.41,2364.0,2.21,13.04,0.1969648
96.99,2304.0,6.85,16.28,0.21443193
93.96,2331.0,4.83,17.17,0.2334691
96.61,2445.0,7.25,17.77,0.2074644
93.82,2476.0,6.41,13.91,0.25786158
93.66,1957.0,16.81,12.03,0.3766431
93.74,2346.0,2.57,20.49,0.17705922
93.69,2406.0,6.96,18.93,0.22555837
95.29,1974.0,17.98,3.0,0.30623117
93.55,2114.0,12.57,14.73,0.30797577
94.79,2123.0,14.11,8.36,0.37675786
91.04,2244.0,8.27,19.63,0.21685879
93.1,2461.0,4.05,18.18,0.22555837
95.82,2200.0,8.58,18.97,0.21791518
95.26,2301.0,4.07,13.09,0.25786158
94.5,2175.0,4.13,16.93,0.24829227
91.55,2363.0,5.57,16.99,0.2334691
95.05,2385.0,10.09,16.18,0.2557399
92.37,2111.0,5.63,13.21,0.28339696
91.13,2149.0,10.84,12.06,0.32298592
95.86,2213.0,2.44,16.09,0.21748033
92.88,2156.0,10.62,11.96,0.3861245
96.03,2462.0,5.28,21.72,0.1293191
93.55,2223.0,13.05,11.54,0.34938368
90.92,2266.0,10.11,15.15,0.28720087
87.1,2011.0,12.9,13.3,0.30557305
95.57,2258.0,5.72,13.87,0.23950142
97.51,2198.0,15.42,5.61,0.33333242
96.52,2298.0,12.93,14.17,0.2975496
90.84,2217.0,8.0,17.99,0.2521235
92.09,2154.0,13.08,11.83,0.3998323
97.63,2377.0,8.04,16.02,0.21443193
95.29,2015.0,10.88,14.26,0.2694186
90.08,2071.0,9.59,10.17,0.2906014
88.08,1772.0,15.57,6.39,0.47122395
93.17,2202.0,5.24,13.23,0.28339696
97.59,2254.0,13.77,16.3,0.31198293
95.7,2635.0,1.77,21.59,0.13628866
92.41,2403.0,8.65,16.34,0.2557399
95.39,2306.0,19.25,9.63,0.26214436
94.23,2125.0,7.77,13.95,0.27368036
93.88,2535.0,1.67,20.75,0.16696878
91.56,2058.0,16.36,6.25,0.3215245
92.7,1951.0,9.18,11.98,0.47373646
97.75,2332.0,17.24,12.23,0.26829398
89.74,1953.0,4.54,17.34,0.29071116
92.56,2008.0,19.27,7.88,0.30060637
93.16,2118.0,6.15,17.67,0.257427
94.19,2596.0,6.38,13.51,0.21660851
94.13,2054.0,17.54,10.89,0.2969065
93.24,2311.0,14.95,13.31,0.32530364
92.8,2504.0,9.25,16.13,0.2557399
92.05,2425.0,7.86,16.33,0.24104442
94.51,2183.0,3.42,10.21,0.3041665
93.02,2286.0,14.4,13.82,0.34393325
92.37,2143.0,12.95,14.59,0.3183763
94.62,2357.0,4.15,17.99,0.2334691
96.92,2559.0,11.25,17.16,0.24345708
90.18,2158.0,14.9,7.5,0.32193384
97.52,2325.0,17.64,9.28,0.30713773
93.33,2315.0,4.81,19.99,0.18223862
92.52,2092.0,7.34,14.47,0.26551032
96.45,2193.0,8.17,17.33,0.22111277
90.49,2017.0,16.4,9.59,0.32965124
92.48,2193.0,0.75,18.41,0.26032263
93.7,2424.0,0.96,11.08,0.27299428
93.5,2157.0,2.24,18.04,0.18907961
90.99,2209.0,10.51,14.85,0.29295316
96.43,2236.0,15.18,10.72,0.32827199
95.38,2431.0,15.37,13.36,0.2957145
95.3,2384.0,-0.36,11.58,0.21664807
93.85,2396.0,10.9,17.36,0.27242243
93.3,2146.0,4.48,17.68,0.257427
94.24,2206.0,17.44,11.5,0.31132364
96.4,2425.0,5.46,16.32,0.21443193
96.26,2316.0,0.61,18.92,0.2099569
96.06,2254.0,16.11,10.53,0.30039284
89.81,2010.0,13.81,13.05,0.3548878
92.37,1822.0,8.98,13.95,0.32640123
94.14,1950.0,12.61,12.7,0.41065237
93.62,2487.0,8.41,19.88,0.18223862
97.75,2733.0,11.09,14.52,0.15660278
96.82,2066.0,20.34,2.97,0.1823859
99.78,2316.0,16.69,5.52,0.37797412
88.45,2099.0,4.19,16.78,0.31163836
94.43,2298.0,6.4,20.31,0.18223862
97.63,2459.0,11.55,15.53,0.25125027
95.54,2424.0,10.26,17.62,0.23079297
89.31,2308.0,12.84,16.73,0.26574132
92.45,2297.0,4.61,18.13,0.22555837
91.61,2436.0,9.27,3.96,0.33057907
95.08,2068.0,9.53,11.04,0.30173883
97.32,1985.0,13.75,9.84,0.38379386
94.42,2539.0,4.48,16.68,0.24104442
93.29,2352.0,5.82,20.26,0.20011543
93.63,2109.0,15.4,11.31,0.35606018
95.04,2355.0,7.92,14.65,0.24104442
92.29,2111.0,8.12,18.32,0.24896817
96.28,2488.0,6.41,19.2,0.22098745
93.78,2139.0,11.19,14.45,0.2830383
93.43,2403.0,7.32,17.37,0.2334691
96.29,2177.0,5.7,17.28,0.22111277
88.28,1962.0,13.98,9.07,0.3976679
90.9,1716.0,9.93,15.98,0.2436093
94.51,2325.0,10.19,15.18,0.26687738
95.49,2289.0,10.46,15.83,0.2383084
95.11,2150.0,4.05,18.48,0.24003658
92.43,1973.0,16.48,11.21,0.34138393
89.59,2092.0,15.3,9.49,0.37467515
93.58,2446.0,6.64,18.52,0.22555837
93.77,2365.0,5.95,15.85,0.24104442
91.82,2096.0,8.35,16.98,0.257427
89.69,2287.0,15.6,18.77,0.2741644
92.61,2340.0,16.92,15.9,0.2758711
93.45,2177.0,6.18,18.13,0.24003658
93.97,2391.0,12.11,16.76,0.30562294
91.41,2172.0,17.26,7.67,0.3206783
93.5,2217.0,15.52,9.91,0.3697241
96.54,2556.0,3.98,19.34,0.16598205
96.63,2387.0,8.18,13.65,0.22995496
92.85,2310.0,12.9,15.77,0.30562294
94.81,2498.0,7.77,15.1,0.24104442
95.23,2258.0,11.99,13.76,0.2957696
94.91,2020.0,1.3,19.71,0.2768202
96.48,2362.0,5.77,18.3,0.20020466
91.82,2097.0,17.12,9.79,0.3410668
93.19,2303.0,4.54,17.37,0.2334691
93.04,1921.0,4.14,14.03,0.35440305
92.96,1948.0,11.63,10.54,0.42389143
91.66,2100.0,15.49,8.7,0.36604455
93.26,2395.0,7.14,18.84,0.22555837
89.72,2000.0,15.56,2.56,0.36219046
94.83,2274.0,5.79,18.41,0.22555837
91.63,2101.0,10.78,3.54,0.3598242
93.15,2309.0,15.82,18.56,0.25891095
91.82,1802.0,10.16,15.3,0.37071666
93.24,2024.0,5.45,14.66,0.25243708
93.83,2266.0,7.51,18.57,0.23497802
92.84,2048.0,16.54,2.65,0.3215245
94.88,1922.0,8.75,13.38,0.31586006
95.34,2176.0,13.24,9.74,0.3541061
92.06,2201.0,6.51,16.88,0.257427
93.88,2466.0,-0.16,17.81,0.1760387
96.56,2119.0,14.39,3.26,0.35459444
94.73,2053.0,15.64,13.22,0.29182655
93.2,2076.0,11.57,15.26,0.29295316
92.51,2260.0,7.68,17.38,0.2521235
98.48,2362.0,18.6,10.67,0.30391356
94.15,1996.0,6.47,11.96,0.39879233
95.03,2199.0,-0.47,18.5,0.20730749
97.26,2205.0,11.73,15.36,0.25333726
94.43,1998.0,12.21,12.18,0.36794657
96.73,2122.0,8.03,14.1,0.24462625
92.59,1675.0,16.22,3.69,0.38083228
93.86,2402.0,3.11,18.15,0.2194782
88.97,2339.0,15.1,8.32,0.33679092
96.87,2457.0,17.92,7.82,0.2878913
95.52,1934.0,10.33,14.15,0.27758777
97.1,2230.0,2.1,16.66,0.16888858
93.48,2350.0,3.92,16.82,0.2334691
93.83,2333.0,2.14,17.23,0.1769593
94.86,2055.0,16.52,6.93,0.29893556
96.03,1946.0,10.03,15.78,0.3142947
95.86,2223.0,15.14,5.58,0.32715413
92.67,2172.0,14.59,15.4,0.33709994
97.95,2552.0,1.42,14.76,0.21087119
97.56,1958.0,8.11,17.42,0.23324075
95.19,1847.0,14.83,2.93,0.3498964
87.83,1863.0,15.86,6.92,0.2848803
94.07,2386.0,20.25,9.37,0.22174773
94.59,2549.0,13.08,18.42,0.28755996
91.62,2151.0,5.4,16.71,0.26551032
92.33,2241.0,6.71,14.56,0.26009873
93.45,2046.0,18.18,8.76,0.2958484
96.84,2233.0,16.36,2.86,0.29932758
93.35,2348.0,6.33,8.63,0.31339395
94.0,2290.0,10.48,16.69,0.26687738
93.92,2198.0,15.41,11.12,0.35606018
93.98,2267.0,11.26,7.3,0.34244516
96.68,2450.0,5.84,14.19,0.21443193
94.19,2079.0,16.05,11.42,0.32696977
93.77,2416.0,2.63,17.4,0.22723827
93.11,2345.0,3.2,17.32,0.22723827
94.5,2328.0,11.11,16.53,0.28079864
84.75,2027.0,16.3,9.47,0.23529409
94.12,2519.0,5.41,18.43,0.22555837
90.05,2351.0,7.45,18.44,0.24388869
94.69,2305.0,2.77,13.83,0.25119308
97.18,2118.0,13.76,14.81,0.31801015
93.5,2358.0,8.77,19.34,0.19426663
93.53,2381.0,13.42,15.08,0.32395303
94.69,2339.0,14.0,11.66,0.3535276
94.69,1857.0,15.54,-5.03,0.31032956
96.47,2632.0,15.16,13.51,0.26967692
93.77,1977.0,14.27,6.79,0.38582936
96.44,2289.0,9.48,11.48,0.26826692
97.58,2169.0,9.78,18.07,0.22702278
92.96,,15.85,4.86,0.22837001
94.17,2445.0,1.57,17.93,0.2150354
94.54,2153.0,2.74,15.13,0.24954803
90.85,1936.0,14.41,2.35,0.39660043
90.57,2375.0,3.86,18.58,0.28225395
90.49,2443.0,13.68,14.29,0.28265306
96.47,2085.0,16.97,6.52,0.2901647
91.58,2138.0,16.68,8.46,0.3365648
93.05,2380.0,8.79,16.46,0.2557399
91.61,2109.0,4.06,16.04,0.26551032
89.13,2358.0,10.95,15.28,0.24302267
95.93,2223.0,15.3,11.72,0.3596888
94.23,2351.0,3.91,14.52,0.24104442
97.38,2460.0,10.37,18.72,0.22294652
96.59,2326.0,11.92,20.1,0.19656292
91.36,1908.0,15.67,4.23,0.37428033
97.22,2829.0,11.26,7.57,0.16908593
94.79,2330.0,9.88,14.12,0.2557399
92.94,2335.0,11.39,15.91,0.28079864
90.7,2094.0,17.12,10.13,0.31827924
97.02,2206.0,17.68,12.95,0.27167457
90.63,2173.0,14.24,12.97,0.37422606
93.18,2569.0,6.4,11.18,0.24938408
94.32,2198.0,14.83,6.24,0.35489765
94.42,2257.0,18.56,4.75,0.28734156
93.97,2950.0,13.53,6.9,0.2815623
94.22,2072.0,7.21,17.06,0.24829227
92.24,2262.0,11.18,15.82,0.28720087
97.64,1956.0,14.71,9.75,0.35787362
89.22,2193.0,18.38,7.1,0.27962315
92.41,2317.0,17.72,10.92,0.30895662
94.43,2274.0,8.09,15.92,0.24104442
91.55,1805.0,15.6,6.86,0.37428033
93.1,1983.0,7.61,16.2,0.30210343
92.17,2076.0,14.47,11.02,0.36722282
94.16,2290.0,6.18,19.59,0.18223862
95.11,2415.0,6.83,22.63,0.0825008
93.46,2146.0,16.37,8.97,0.301358
97.65,2413.0,6.27,19.35,0.16598205
95.29,2261.0,3.35,16.91,0.23670661
96.0,2483.0,4.01,18.02,0.2074644
95.58,2058.0,15.93,10.8,0.29201278
95.85,2287.0,9.04,7.96,0.28612882
94.58,2150.0,10.53,10.3,0.32879147
95.3,2316.0,8.53,13.35,0.25786158
93.61,2269.0,5.53,16.35,0.24104442
94.15,2274.0,8.51,17.08,0.2334691
93.9,2409.0,12.21,14.74,0.30562294
94.11,1921.0,12.37,5.94,0.384778
95.21,2350.0,6.32,19.3,0.18223862
94.62,2513.0,7.59,19.61,0.18223862
94.98,2506.0,6.8,18.12,0.22555837
95.91,1957.0,15.29,11.56,0.33812883
97.23,2403.0,7.5,16.35,0.21443193
92.08,2250.0,11.9,12.38,0.30594012
95.48,2029.0,8.38,17.47,0.20960176
94.22,2065.0,18.15,7.85,0.2958484
94.87,1948.0,6.19,16.73,0.3419224
97.0,2229.0,12.86,15.29,0.29403555
96.21,1986.0,13.58,7.29,0.3842988
96.16,2345.0,16.74,14.42,0.26828006
90.22,2228.0,9.97,8.28,0.310082
91.01,1904.0,6.23,15.99,0.30144414
92.69,2088.0,6.79,16.79,0.26551032
91.84,2233.0,10.78,7.22,0.3534152
93.93,2061.0,11.83,10.48,0.31393415
87.21,1838.0,17.35,12.59,0.25882423
94.39,1851.0,10.11,9.71,0.37702766
94.82,2444.0,3.1,18.37,0.2194782
96.52,2120.0,15.28,8.45,0.33333242
92.26,1984.0,18.69,8.87,0.30612016
93.38,2079.0,9.76,10.55,0.32879147
92.22,2288.0,6.81,18.08,0.22555837
90.77,2125.0,17.06,7.54,0.3206783
91.1,2308.0,8.48,18.66,0.22555837
96.98,2249.0,8.9,16.42,0.23748246
94.07,2747.0,7.28,13.48,0.18551165
93.91,2338.0,1.56,16.25,0.25215882
94.99,2313.0,7.91,16.86,0.2334691
91.89,2542.0,2.02,16.3,0.22218597
95.85,2493.0,9.26,17.9,0.220708
89.58,2145.0,2.79,18.7,0.26169392
98.8,2150.0,12.29,14.09,0.20597543
93.08,1881.0,5.57,14.94,0.30144414
94.33,2018.0,12.93,9.92,0.36010435
93.09,2480.0,6.52,7.4,0.31339395
94.23,2392.0,8.65,17.89,0.24785356
93.3,2148.0,11.15,15.91,0.29295316
93.52,2518.0,4.19,18.75,0.22555837
93.05,2002.0,4.67,16.4,0.30210343
93.23,2341.0,8.06,17.14,0.2334691
97.95,2537.0,1.33,17.83,0.2039893
90.12,2198.0,17.36,10.11,0.24725221
97.64,2293.0,16.21,13.95,0.28628057
91.01,2025.0,10.54,15.09,0.27904204
95.01,2057.0,7.77,14.19,0.24342148
93.72,2201.0,4.88,18.01,0.24829227
70.99,1664.0,10.88,14.59,0.28548643
87.46,1961.0,8.21,17.18,0.3314331
96.72,2033.0,8.71,11.96,0.31242296
92.17,1921.0,16.3,7.78,0.36488903
92.68,2338.0,14.15,12.0,0.40085572
95.4,2416.0,4.84,16.73,0.21443193
92.11,2253.0,10.86,9.06,0.30743235
91.43,1897.0,8.17,17.8,0.29270273
91.66,2068.0,16.01,6.09,0.3215245
92.02,2086.0,15.82,17.71,0.279392
94.71,2552.0,15.77,6.62,0.29025012
94.71,2336.0,9.25,17.83,0.24785356
93.32,2087.0,12.38,13.71,0.33818462
92.63,2449.0,8.36,16.46,0.24104442
97.54,2451.0,7.39,16.3,0.21443193
94.48,2258.0,14.48,14.38,0.32026932
92.95,2215.0,-2.01,17.04,0.25641352
91.14,2351.0,15.49,15.5,0.3024583
95.41,2429.0,10.06,15.74,0.22799234
96.18,2243.0,3.07,16.93,0.21044025
95.45,2519.0,4.98,18.14,0.20020466
95.84,2192.0,10.81,16.6,0.25333726
97.4,2387.0,11.03,18.65,0.23531184
95.62,2463.0,18.86,4.15,0.2714987
96.29,2308.0,2.78,16.56,0.20857091
94.25,2398.0,10.51,8.7,0.33057907
94.37,1980.0,3.72,10.66,0.38667116
94.73,2390.0,-0.12,5.73,0.24252354
94.23,2298.0,3.66,20.12,0.18223862
94.72,1911.0,14.78,7.5,0.383872
96.42,2026.0,9.78,14.69,0.23027973
92.49,2283.0,3.26,13.82,0.25119308
93.75,2356.0,8.91,19.96,0.19426663
96.09,2454.0,8.39,18.52,0.20020466
90.06,2109.0,13.87,13.97,0.34490833
97.37,2504.0,14.02,15.06,0.3156156
94.57,2122.0,2.21,15.96,0.19558214
94.33,2286.0,8.84,15.4,0.2557399
91.03,2223.0,-2.83,18.22,0.2479769
93.65,1979.0,12.73,7.24,0.40683144
92.61,2201.0,8.83,14.18,0.2811448
89.71,1889.0,3.66,15.42,0.35635304
96.66,2233.0,9.33,17.41,0.22998518
92.56,2189.0,8.88,18.09,0.26397866
94.38,2227.0,16.12,9.58,0.34010696
92.41,2025.0,17.55,8.84,0.2823907
92.04,2392.0,9.12,19.23,0.26313522
95.13,2663.0,2.24,20.52,0.08628664
93.55,2192.0,10.1,11.77,0.36023128
95.05,2483.0,4.56,22.35,0.0825008
95.37,2328.0,4.83,17.2,0.2074644
95.37,2045.0,15.07,12.95,0.30472338
92.93,2207.0,8.28,15.45,0.26551032
94.1,2650.0,0.88,19.23,0.21639532
94.58,2522.0,6.78,16.67,0.24104442
95.11,2114.0,16.14,9.21,0.33356056
97.1,2016.0,15.25,6.0,0.31836724
92.29,1928.0,3.48,18.42,0.3151414
95.48,2592.0,4.66,20.5,0.1562112
92.6,1945.0,17.44,1.37,0.42041653
93.46,2305.0,12.51,16.9,0.29681182
96.42,2404.0,9.38,13.09,0.2441919
90.76,1982.0,12.93,8.97,0.4059199
94.14,2309.0,15.23,10.88,0.3535276
99.27,2332.0,17.38,12.79,0.2363971
89.12,2512.0,6.51,19.11,0.24388869
95.91,2416.0,3.08,16.46,0.20857091
93.28,2380.0,5.4,21.66,0.19164872
94.87,2423.0,-2.78,16.54,0.21582273
93.39,2066.0,12.58,14.92,0.2936476
97.35,2371.0,7.35,17.93,0.2074644
94.68,2062.0,7.4,18.78,0.22782855
94.18,2343.0,10.12,18.99,0.250279
92.17,2049.0,10.65,12.18,0.30827045
96.25,2324.0,16.22,9.29,0.32267207
91.47,2208.0,18.02,6.67,0.3206783
89.15,2089.0,9.67,16.07,0.2701442
92.14,2168.0,17.11,9.22,0.3410668
93.93,2451.0,8.71,17.63,0.24785356
95.95,2596.0,2.81,19.32,0.15163434
94.61,2252.0,13.13,8.51,0.36991623
94.59,2129.0,3.82,19.06,0.24003658
95.44,2329.0,10.5,15.18,0.2383084
95.51,2433.0,6.63,19.2,0.22098745
93.31,2417.0,13.46,5.92,0.37416363
93.12,2301.0,4.7,15.5,0.24104442
93.5,2407.0,1.58,14.15,0.22218597
95.34,2139.0,8.64,16.7,0.24257785
91.44,2196.0,9.59,17.94,0.27276218
92.75,2110.0,13.73,13.44,0.3384779
94.12,2562.0,10.44,14.55,0.26687738
94.92,2230.0,9.27,16.35,0.265987
96.85,2127.0,13.22,10.52,0.28943208
95.47,2354.0,4.89,21.71,0.1293191
93.84,2210.0,10.2,9.15,0.30310127
91.21,2500.0,5.85,19.27,0.20011543
96.61,2381.0,7.21,17.68,0.2074644
92.76,2108.0,3.78,21.97,0.12429783
95.19,2011.0,10.52,16.93,0.30074757
92.33,2374.0,7.99,17.6,0.2334691
93.25,2298.0,13.5,15.84,0.32395303
87.06,1793.0,15.6,9.31,0.35211775
95.25,2248.0,4.1,17.61,0.2431154
94.12,1926.0,7.11,12.79,0.3102529
93.92,2136.0,13.63,10.17,0.317655
94.03,2420.0,9.39,20.84,0.19426663
87.5,1854.0,12.71,7.68,0.35230583
90.09,2020.0,10.85,15.26,0.26809308
90.61,2030.0,4.53,12.43,0.30156592
94.53,2300.0,14.88,12.92,0.32530364
95.94,2694.0,8.31,19.83,0.10671888
93.33,1966.0,13.89,12.48,0.34216726
94.38,2188.0,3.98,18.64,0.24003658
92.84,2071.0,13.55,8.3,0.3881782
93.16,1971.0,5.73,13.27,0.29763573
93.19,2582.0,6.16,12.44,0.21660851
95.2,1825.0,9.7,13.66,0.31586006
92.06,2182.0,-2.58,16.72,0.26994592
94.98,2341.0,2.82,16.74,0.23467329
95.67,2130.0,11.73,17.62,0.2455006
88.49,1987.0,14.22,5.0,0.41461194
93.41,2199.0,9.31,13.54,0.28960627
90.25,1990.0,1.79,18.13,0.38448128
95.45,2287.0,6.17,13.47,0.22995496
94.23,2343.0,6.87,15.63,0.24104442
91.87,2165.0,15.07,11.23,0.36722282
92.13,2344.0,3.71,17.06,0.2334691
93.87,2050.0,5.08,14.9,0.24342148
95.29,2301.0,10.2,15.88,0.26687738
94.56,2124.0,16.84,9.24,0.34640402
89.27,2155.0,12.42,8.13,0.34254757
96.96,2299.0,10.72,14.38,0.25125027
92.21,2404.0,6.76,6.62,0.31339395
92.8,2968.0,5.38,19.92,0.13677262
92.06,2124.0,15.9,9.99,0.35743192
95.38,2408.0,16.53,11.89,0.24993409
91.62,1917.0,7.22,15.48,0.30144414
91.84,2338.0,11.1,12.23,0.31013188
91.75,2079.0,16.74,6.19,0.3365648
94.65,2382.0,2.11,15.5,0.18313913
93.51,2312.0,3.15,18.89,0.2194782
92.34,2257.0,12.15,8.86,0.3335193
92.8,2174.0,5.34,16.61,0.26551032
91.94,2186.0,1.69,15.66,0.27734056
91.36,2077.0,15.8,7.86,0.3365648
95.97,2606.0,4.76,18.1,0.18887545
93.01,1997.0,16.31,11.16,0.36679208
94.39,2170.0,5.94,18.7,0.24003658
93.64,2109.0,8.27,18.22,0.24003658
89.03,1954.0,13.44,9.09,0.36007386
93.31,2252.0,8.22,15.0,0.26009873
94.09,2221.0,6.04,17.43,0.2431154
97.17,2306.0,14.65,10.95,0.3320028
92.88,2595.0,10.6,16.56,0.26642808
91.71,2592.0,7.96,17.24,0.22077711
97.24,2272.0,11.22,15.08,0.25125027
93.26,2024.0,7.78,12.69,0.26976648
94.89,2431.0,1.57,18.87,0.20758012
94.83,2084.0,17.37,8.74,0.3102368
